Cattext_name                ;Dialogfenster                                    ;Parameter                                                     ;Oberbegriff                                                   ;Bezeichnung                                                                                  ;Vorlage_txt                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        ;Text_pfad
Vitalwerte                  ;Pulmonalarterieller Druck                        ;MDD_PAP-syst                                                  ;pulmonalarterieller Druck                                     ;Sys PAP Druck                                                                                ;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   ;
Vitalwerte                  ;Pulmonalarterieller Druck                        ;MDD_PAP                                                       ;pulmonalarterieller Druck                                     ;Mit PAP Druck                                                                                ;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   ;
Vitalwerte                  ;Pulmonalarterieller Druck                        ;MDD_PAP-mean                                                  ;pulmonalarterieller Druck                                     ;Mit PAP Druck                                                                                ;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   ;
Vitalwerte                  ;Pulmonalarterieller Druck                        ;MDD_PAP-diast                                                 ;pulmonalarterieller Druck                                     ;Dia PAP Druck                                                                                ;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   ;
Vitalwerte                  ;�berwachung                                      ;Atemfrequenz spontan                                          ;SpO2 / Atemfrequenz                                           ;Atemfrequenz spontan                                                                         ;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   ;
Vitalwerte                  ;�berwachung                                      ;MDD_SAO2_2                                                    ;SaO2 - Diagnostik                                             ;SpO2 - Diagnostik                                                                            ;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   ;
Vitalwerte                  ;�berwachung                                      ;MDD_Temp                                                      ;Temperatur                                                    ;Temperatur                                                                                   ;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   ;
Vitalwerte                  ;�berwachung                                      ;Temperatur                                                    ;MDD_Temp                                                      ;Temperatur                                                                                   ;Ohrmessung                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         ;Ohrmessung
Vitalwerte                  ;�berwachung                                      ;Temperatur                                                    ;MDD_Temp                                                      ;Temperatur                                                                                   ;Rectalmessung                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      ;Rectalmessung
Vitalwerte                  ;�berwachung                                      ;Temperatur                                                    ;MDD_Temp                                                      ;Temperatur                                                                                   ;Sublingualmessung                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  ;Sublingualmessung
Vitalwerte                  ;�berwachung                                      ;Temperatur                                                    ;MDD_Temp                                                      ;Temperatur                                                                                   ;Axillarmessung                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     ;Axillarmessung
Vitalwerte                  ;�berwachung                                      ;Temperatur                                                    ;MDD_Temp                                                      ;Temperatur                                                                                   ;---                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ;---
Vitalwerte                  ;�berwachung                                      ;Temperatur                                                    ;MDD_Temp                                                      ;Temperatur                                                                                   ;RD Erstbefund                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      ;RD Erstbefund
Vitalwerte                  ;�berwachung                                      ;TBlut                                                         ;Temperatur Blut                                               ;TBlut                                                                                        ;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   ;
Vitalwerte                  ;�berwachung                                      ;MDD_Temp1                                                     ;Temperatur Zusatz �berwachung                                 ;Temperatur Zusatz �berwachung                                                                ;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   ;
Vitalwerte                  ;H�modynamik                                      ;MDD_ZVD                                                       ;ZVD                                                           ;ZVD (mmHg)                                                                                   ;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   ;
Vitalwerte                  ;H�modynamik                                      ;ZVD                                                           ;MDD_ZVD                                                       ;ZVD (mmHg)                                                                                   ;Messpunkt: V. Jugularis int.                                                                                                                                                                                                                                                                                                                                                                                                                                                                       ;Messpunkt: V. Jugularis int.
Vitalwerte                  ;H�modynamik                                      ;ZVD                                                           ;MDD_ZVD                                                       ;ZVD (mmHg)                                                                                   ;Messpunkt: Leiste                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  ;Messpunkt: Leiste
Vitalwerte                  ;H�modynamik                                      ;ZVD                                                           ;MDD_ZVD                                                       ;ZVD (mmHg)                                                                                   ;Messpunkt Subclavia                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ;Messpunkt Subclavia
Vitalwerte                  ;H�modynamik                                      ;ZVD                                                           ;MDD_ZVD                                                       ;ZVD (mmHg)                                                                                   ;ohne Beatmung                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      ;ohne Beatmung
Vitalwerte                  ;H�modynamik                                      ;ZVD                                                           ;MDD_ZVD                                                       ;ZVD (mmHg)                                                                                   ;mit Beatmung PEEP........                                                                                                                                                                                                                                                                                                                                                                                                                                                                          ;mit Beatmung PEEP........
Vitalwerte                  ;H�modynamik                                      ;ZVD                                                           ;MDD_ZVD                                                       ;ZVD (mmHg)                                                                                   ;Kurve unauff�llig                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  ;Kurve unauff�llig
Vitalwerte                  ;H�modynamik                                      ;ZVD                                                           ;MDD_ZVD                                                       ;ZVD (mmHg)                                                                                   ;A-  Welle vorhanden                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ;A-  Welle vorhanden
Vitalwerte                  ;H�modynamik                                      ;ZVD                                                           ;MDD_ZVD                                                       ;ZVD (mmHg)                                                                                   ;V- Welle vorhanden                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 ;V- Welle vorhanden
Vitalwerte                  ;H�modynamik PICCO                                ;MDD_C.I.                                                      ;CI (3-5)                                                      ;CI [l/min/m2] Cardiac Index                                                                  ;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   ;
Vitalwerte                  ;�berwachung                                      ;MDD_SQI                                                       ;SQI                                                           ;SQI                                                                                          ;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   ;
Vitalwerte                  ;H�modynamik PICCO                                ;MDD_SV                                                        ;SV                                                            ;SV [ml]                 Schlagvolumen                                                        ;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   ;
Vitalwerte                  ;�berwachung                                      ;MDD_Tblood                                                    ;Temperatur                                                    ;Temperatur Blut (PICCO)                                                                      ;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   ;
Vitalwerte                  ;�berwachung                                      ;MDD_BIS                                                       ;BIS                                                           ;BIS                                                                                          ;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   ;
Vitalwerte                  ;�berwachung                                      ;MDD_Temp2                                                     ;Temperatur Zusatz �berwachung 2                               ;Temperatur Zusatz �berwachung 2                                                              ;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   ;
Vitalwerte                  ;H�modynamik PICCO                                ;MDD_SVV                                                       ;SVV                                                           ;SVV [%]                Schlagvolumen Variation                                               ;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   ;
Vitalwerte                  ;H�modynamik PICCO                                ;MDD_SVRI                                                      ;SVRI    ( 1700-2400 )                                         ;SVRI                                                                                         ;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   ;
Vitalwerte                  ;H�modynamik PICCO                                ;MDD_EVLWI                                                     ;EVLWI     ( 3-7 )                                             ;EVLWI [ml/kg]       extravaskul�res Lungenwasser Index                                       ;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   ;
Vitalwerte                  ;H�modynamik PICCO                                ;MDD_ITBVI                                                     ;ITBVI   ( 850-1000 )                                          ;ITBVI [ml/m2]       intrathorakales Blutvolumen Index                                        ;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   ;
Vitalwerte                  ;H�modynamik PICCO                                ;MDD_GEDVI                                                     ;GEDVI     ( 680-800 )                                         ;GEDVI [ml/m2]     Globales enddiastolisches Volumen Index                                    ;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   ;
Vitalwerte                  ;H�modynamik PICCO                                ;MDD_HI                                                        ;HI   ( 3-5 )                                                  ;HI                                                                                           ;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   ;
Vitalwerte                  ;H�modynamik PICCO                                ;MDD_KOF                                                       ;KOF                                                           ;KOF                                                                                          ;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   ;
Vitalwerte                  ;Blutdruck / Herzfrequenz                         ;MDD_ICP                                                       ;ICP (Hirndruck)                                               ;ICP (Hirndruck)                                                                              ;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   ;
Vitalwerte                  ;NIRS                                             ;rSO2 frontal re.                                              ;NIRS                                                          ;rSO2 frontal re.                                                                             ;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   ;
Vitalwerte                  ;NIRS                                             ;rSO2 frontal li.                                              ;NIRS                                                          ;rSO2 frontal li.                                                                             ;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   ;
Vitalwerte                  ;NIRS                                             ;Mirus (MAC)                                                   ;NIRS                                                          ;Mirus (MAC)                                                                                  ;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   ;
Vitalwerte                  ;Test1_alt                                        ;TestPara1                                                     ;Test1_alt                                                     ;TestPara1                                                                                    ;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   ;
Vitalwerte                  ;Blutdruck / Herzfrequenz_alt                     ;Intraabdomineller Druck                                       ;Intraabdomineller Druck_alt                                   ;Intraabdomineller Druck                                                                      ;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   ;
Vitalwerte                  ;Kommentar                                        ;Kommentar_3                                                   ;Kommentar                                                     ;Kommentar                                                                                    ;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   ;
Vitalwerte                  ;H�modynamik PICCO_alt                            ;MDD_CFI                                                       ;CFI_alt                                                       ;CFI [1/min]                                                                                  ;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   ;
Vitalwerte                  ;Narkotrend                                       ;Stadium /Index                                                ;Narkotrend                                                    ;Stadium /Index                                                                               ;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   ;
Vitalwerte                  ;Narkotrend                                       ;Narkotrend                                                    ;Stadium /Index                                                ;Stadium /Index                                                                               ;A                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  ;A
Vitalwerte                  ;Narkotrend                                       ;Narkotrend                                                    ;Stadium /Index                                                ;Stadium /Index                                                                               ;B0                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 ;B0
Vitalwerte                  ;Narkotrend                                       ;Narkotrend                                                    ;Stadium /Index                                                ;Stadium /Index                                                                               ;B1                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 ;B1
Vitalwerte                  ;Narkotrend                                       ;Narkotrend                                                    ;Stadium /Index                                                ;Stadium /Index                                                                               ;B2                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 ;B2
Vitalwerte                  ;Narkotrend                                       ;Narkotrend                                                    ;Stadium /Index                                                ;Stadium /Index                                                                               ;C0                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 ;C0
Vitalwerte                  ;Narkotrend                                       ;Narkotrend                                                    ;Stadium /Index                                                ;Stadium /Index                                                                               ;C1                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 ;C1
Vitalwerte                  ;Narkotrend                                       ;Narkotrend                                                    ;Stadium /Index                                                ;Stadium /Index                                                                               ;C2                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 ;C2
Vitalwerte                  ;Narkotrend                                       ;Narkotrend                                                    ;Stadium /Index                                                ;Stadium /Index                                                                               ;D0                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 ;D0
Vitalwerte                  ;Narkotrend                                       ;Narkotrend                                                    ;Stadium /Index                                                ;Stadium /Index                                                                               ;D1                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 ;D1
Vitalwerte                  ;Narkotrend                                       ;Narkotrend                                                    ;Stadium /Index                                                ;Stadium /Index                                                                               ;D2                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 ;D2
Vitalwerte                  ;Narkotrend                                       ;Narkotrend                                                    ;Stadium /Index                                                ;Stadium /Index                                                                               ;E0                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 ;E0
Vitalwerte                  ;Narkotrend                                       ;Narkotrend                                                    ;Stadium /Index                                                ;Stadium /Index                                                                               ;E1                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 ;E1
Vitalwerte                  ;Narkotrend                                       ;Narkotrend                                                    ;Stadium /Index                                                ;Stadium /Index                                                                               ;E2                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 ;E2
Vitalwerte                  ;Narkotrend                                       ;Narkotrend                                                    ;Stadium /Index                                                ;Stadium /Index                                                                               ;F0                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 ;F0
Vitalwerte                  ;Narkotrend                                       ;Narkotrend                                                    ;Stadium /Index                                                ;Stadium /Index                                                                               ;F1                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 ;F1
Vitalwerte                  ;Narkotrend                                       ;Narkotrend                                                    ;Stadium /Index                                                ;Stadium /Index                                                                               ;Kommentar                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          ;Kommentar
Vitalwerte                  ;Narkotrend                                       ;EEG-Typ                                                       ;Narkotrend                                                    ;EEG-Typ                                                                                      ;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   ;
Vitalwerte                  ;Narkotrend                                       ;Narkotrend                                                    ;EEG-Typ                                                       ;EEG-Typ                                                                                      ;1-Kanal                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            ;1-Kanal
Vitalwerte                  ;Narkotrend                                       ;Narkotrend                                                    ;EEG-Typ                                                       ;EEG-Typ                                                                                      ;2-Kanal                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            ;2-Kanal
Vitalwerte                  ;Narkotrend                                       ;STI (ETP)                                                     ;Narkotrend                                                    ;STI (ETP)                                                                                    ;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   ;
Vitalwerte                  ;Narkotrend_alt                                   ;A_1                                                           ;Narkotrend_alt                                                ;A                                                                                            ;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   ;
Vitalwerte                  ;Narkotrend_alt                                   ;Kommentar                                                     ;Narkotrend_alt                                                ;Kommentar                                                                                    ;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   ;
Vitalwerte                  ;Narkotrend_alt                                   ;Stadium / Index                                               ;Narkotrend_alt                                                ;Stadium / Index                                                                              ;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   ;
Vitalwerte                  ;Narkotrend_alt                                   ;Narkotrend_alt                                                ;Stadium / Index                                               ;Stadium / Index                                                                              ;A                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  ;A
Vitalwerte                  ;Narkotrend_alt                                   ;Narkotrend_alt                                                ;Stadium / Index                                               ;Stadium / Index                                                                              ;B0                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 ;B0
Vitalwerte                  ;Narkotrend_alt                                   ;Narkotrend_alt                                                ;Stadium / Index                                               ;Stadium / Index                                                                              ;B1                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 ;B1
Vitalwerte                  ;Narkotrend_alt                                   ;Narkotrend_alt                                                ;Stadium / Index                                               ;Stadium / Index                                                                              ;B2                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 ;B2
Vitalwerte                  ;Narkotrend_alt                                   ;Narkotrend_alt                                                ;Stadium / Index                                               ;Stadium / Index                                                                              ;C0                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 ;C0
Vitalwerte                  ;Narkotrend_alt                                   ;Narkotrend_alt                                                ;Stadium / Index                                               ;Stadium / Index                                                                              ;C1                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 ;C1
Vitalwerte                  ;Narkotrend_alt                                   ;Narkotrend_alt                                                ;Stadium / Index                                               ;Stadium / Index                                                                              ;C2                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 ;C2
Vitalwerte                  ;Narkotrend_alt                                   ;Narkotrend_alt                                                ;Stadium / Index                                               ;Stadium / Index                                                                              ;D0                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 ;D0
Vitalwerte                  ;Narkotrend_alt                                   ;Narkotrend_alt                                                ;Stadium / Index                                               ;Stadium / Index                                                                              ;D1                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 ;D1
Vitalwerte                  ;Narkotrend_alt                                   ;Narkotrend_alt                                                ;Stadium / Index                                               ;Stadium / Index                                                                              ;D2                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 ;D2
Vitalwerte                  ;Narkotrend_alt                                   ;Narkotrend_alt                                                ;Stadium / Index                                               ;Stadium / Index                                                                              ;E0                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 ;E0
Vitalwerte                  ;Narkotrend_alt                                   ;Narkotrend_alt                                                ;Stadium / Index                                               ;Stadium / Index                                                                              ;E1                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 ;E1
Vitalwerte                  ;Narkotrend_alt                                   ;Narkotrend_alt                                                ;Stadium / Index                                               ;Stadium / Index                                                                              ;E2                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 ;E2
Vitalwerte                  ;Narkotrend_alt                                   ;Narkotrend_alt                                                ;Stadium / Index                                               ;Stadium / Index                                                                              ;F0                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 ;F0
Vitalwerte                  ;Narkotrend_alt                                   ;Narkotrend_alt                                                ;Stadium / Index                                               ;Stadium / Index                                                                              ;F1                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 ;F1
