Cattext_name                ;Dialogfenster                                    ;Parameter                                                     ;Oberbegriff                                                   ;Bezeichnung                                                                                  ;Vorlage_txt                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        ;Text_pfad
Arrangements; Home Laboratory; BGA; Blood Gas Analysis; Blood Gas Analysis; Z (Central Vein),"This text appears to be mixed and not in a particular language. It seems to include fragments of German and medical terminology, such as ""großes Profil"" that translates to ""large profile"", and ""Zentralvenös"" which could be translated to ""central venous"". However, the full context is unclear and can't be translated properly.",(big profile)
Arrangements; Home laboratory; BGA; Blood gas analysis; Blood gas analysis; CV (Central Vein),Ventilation); CV (Central Vein),Ventilation
Arrangements; House Laboratory; BGA; Blood Gas Analysis; Blood Gas Analysis; ZB+ (Central Veins),Ventilation plus); ZB+ (Central Vein’s,Ventilation plus)
Arrangements; Home Laboratory; BGA; Blood Gas Analysis; Blood Gas Analysis; A (Arterial),large profile); A (Arterial),"This text seems to be in German, but it appears to be incorrectly written. 'gro�es Profil' doesn't directly translate to English as it seems to be missing letters which caused errors in the sentence. A correct approximation could be 'großes Profil' which translates to 'large profile' in English."
Arrangements; Home lab; BGA; Blood gas analysis; Blood gas analysis; AB (Arterial),Ventilation); AB (Arterial),(Ventilation)
Arrangements; Home laboratory; BGA; Blood gas analysis; Blood gas analysis; AB+ (Arterial),Ventilation plus); AB+ (Arterial),Ventilation plus)
Arrangements; Home Lab; BGA; Blood Gas Analysis; Blood Gas Analysis; V (Venous),"The text seems to be a combination of various special characters, abbreviations or languages that do not form a coherent sentence or phrase in any language. Please provide a correct and clear text to translate.",large profile)
Arrangements; Home Lab; BGA; Blood Gas Analysis; Blood Gas Analysis; VB (Venous),"Sorry, this text appears to be a mix of different languages and lacks context, hence it is impossible to translate accurately. Can you please provide more details and complete coherent sentences?",Ventilation)
Arrangements; Home laboratory; BGA; Blood gas analysis; Blood gas analysis; VB+ (Venous),Ventilation plus); VB+ (Venous,Ventilation plus)
Arrangements; Home laboratory; BGA; Blood gas analysis; Blood gas analysis; K (Capillary),The input text is not understandable or in a recognizable language to translate into English. It appears to contain typographical errors. Please provide a correct version.,(big profile)
Arrangements; Home laboratory; BGA; Blood gas analysis; Blood gas analysis; KB (Capillary),The text provided does not seem to be in a recognizable language or properly formed context. Could you provide the correct text or more information?,(Ventilation)
Arrangements; Home Laboratory; BGA; Blood Gas Analysis; Blood Gas Analysis; KB+ (Capillary),Ventilation plus); KB+ (Capillary,Ventilation plus)
Arrangements; Home Laboratory; BGA; Blood Gas Analysis; Blood Gas Analysis; Z/A Central Venous + Arterial; Z/A Central Venous + Arterial
Arrangements; Home Laboratory; BGA; Blood Gas Analysis; Blood Gas Analysis; Z/K Central Veins + Capillary; Z/K Central Veins + Capillary
Arrangements; Home Laboratory; Coagulation; Coagulation; Coagulation; ;
Arrangements; Home Laboratory; Coagulation; Coagulation; Coagulation; Quick; Quick
Arrangements; Home Laboratory; Coagulation; Coagulation; Coagulation; aPTT; aPTT
Arrangements; Home Laboratory; Coagulation; Coagulation; Coagulation; AT3; AT3
Arrangements; Home laboratory; Coagulation; Coagulation; Coagulation; Fibrinogen; Fibrinogen
Arrangements; Home Laboratory; Coagulation; Coagulation; Coagulation; ---; ---
Arrangements; Home laboratory; Coagulation; Coagulation; Coagulation; anti-Xa levels; anti-Xa levels
Arrangements; Home Laboratory; Coagulation; Coagulation; Coagulation; Thrombin Time; Thrombin Time.
Arrangements; Home Laboratory; Coagulation; Coagulation; Coagulation; D-Dimer; D-Dimer
Arrangements; House laboratory; Coagulation; Coagulation; Coagulation; ROTEM; ROTEM
Arrangements; Home Laboratory; Coagulation; Coagulation; Coagulation; Fac. XIII; Fac. XIII
Arrangements; Home Lab; Lab Profile D2/B2 Large; D2/B2 Large/Small; Lab Profile; ;
Arrangements; Home Lab; D2/B2 Large/Small; Lab Profile D2/B2 Large; Lab Profile; D2/B2 Large; D2/B2 Large
Arrangements; Home Lab; D2/B2 Large/Small; Lab Profile D2/B2 Large; Lab Profile; D2/B2 Small; D2/B2 Small
Arrangements; Home lab; D2/B2 Large/Small; Lab profile D2/B2 Large; Lab profile; Dialysis D2; Dialysis D2
Arrangements; Home Lab; Fat values; Fats; Fat values; ;
Arrangements; Home Laboratory; Fats; Fat Values; Fat Values; Triglycerides; Triglycerides
Arrangements ;House laboratory ;Fats ;Fat values ;Fat values ;HDL ;HDL
Arrangements; Home laboratory; Fats; Fat values; Fat values; LDL; LDL
Arrangements; Home laboratory; Fats; Fat values; Fat values; Cholesterol; Cholesterol
Arrangements; House Laboratory; Individual Laboratory Parameters; Special Laboratory Values in our House; Individual Laboratory Parameters (Free text); ;
Arrangements; Home laboratory; Histogram/Elpho/U-Status; Histo/Elpho/U-Status; Histogram/Elpho/Urine; ;
Arrangements; Home Lab; Histo/Elpho/U-Status; Histogram/Elpho/U-Status; Histogram/Elpho/Urine; Histogram; Histogram.
Arrangements; Home Lab; Histo/Elpho/U-Status; Histogram/Elpho/U-Status; Histogram/Elpho/Urine; for Creatinine Clearance; for Creatinine Clearance.
Arrangements; Home Lab; Histo/Elpho/U-Status; Histogram/Elpho/U-Status; Histogram/Elpho/Urine; Electrophoresis; Electrophoresis
Instructions; Home Laboratory; Histo/Elpho/U-Status; Histogram/Elpho/U-Status; Histogram/Elpho/Urine; for catecholamines in urine; for catecholamines in urine
Arrangements; Home Lab; Histo/Elpho/U-Status; Histogram/Elpho/U-Status; Histogram/Elpho/Urine; U-Status; U-Status
Arrangements; Home laboratory; Histo/Elpho/U-status; Histogram/Elpho/U-status; Histogram/Elpho/Urine; -- ; --
Orders; Home Lab; Histo/Elpho/U-Status; Histogram/Elpho/U-Status; Histogram/Elpho/Urine; 24h Collection Urine for Creatinine Clearance; 24h Collection Urine for Creatinine Clearance
Arrangements; Home Laboratory; Special Laboratory Values; Special Laboratory Values in our House; Special Laboratory Values; ;
Arrangements; In-house laboratory; Special laboratory values in our house; Special laboratory values; Special laboratory values; CRP; CRP
Arrangements; House Laboratory; Special Laboratory Values in our House; Special Laboratory Values; Special Laboratory Values; PCT; PCT
Arrangements; Home Laboratory; Special Laboratory Values in our House; Special Laboratory Values; Special Laboratory Values; Small Blood Picture; Small Blood Picture
Arrangements; In-house Laboratory; Special Laboratory Values at our House; Special Laboratory Values; Special Laboratory Values; HbA1c; HbA1c
Arrangements; Home Laboratory; Special Laboratory Values in our House; Special Laboratory Values; Special Laboratory Values; ---; ---
Arrangements; House Laboratory; Special Laboratory Values at our House; Special Laboratory Values; Special Laboratory Values; Digitoxin; Digitoxin
Arrangements; House laboratory ; Special laboratory values at our place ; Special laboratory values ; Special laboratory values ; Digoxin ; Digoxin
Arrangements; House laboratory; Special laboratory values in our house; Special laboratory values; Special laboratory values; FT3 + FT4; FT3 + FT4
Arrangements; Home Laboratory; Special laboratory values in our house; Special laboratory values; Special laboratory values; proBNP; proBNP.
Arrangements; In-house laboratory; Special laboratory values in our house; Special laboratory values; Special laboratory values; β-HCG; β-HCG
Arrangements; Home laboratory; Special laboratory values in our house; Special laboratory values; Special laboratory values; TSH after TRH; TSH after TRH
Arrangements; Home laboratory; Special laboratory values in our house; Special laboratory values; Special laboratory values; TSH-basal; TSH-basal
Arrangements; House Laboratory; Special Laboratory Values in our House; Special Laboratory Values; Special Laboratory Values; T-Protein; T-Protein
Arrangements; Home Laboratory; Special Laboratory Values in our House; Special Laboratory Values; Special Laboratory Values; Albumin; Albumin
Arrangements; Home Laboratory; Special Lab Values in our House; Special Lab Values; Special Lab Values; Vitamin B12 + Folic Acid; Vitamin B12 + Folic Acid
Arrangements; House lab; Special lab values at our house; Special lab values; Special lab values; Iron; Iron
Orders; Home Laboratory; Special laboratory values in our house; Special laboratory values; Special laboratory values; Ferritin; Ferritin.
Arrangements; Home Laboratory; Special Laboratory Values at Our House; Special Laboratory Values; Special Laboratory Values; Transferrin; Transferrin
Arrangements; Home laboratory; Special laboratory values in our house; Special laboratory values; Special laboratory values; Transferrin saturation; Transferrin saturation.
Arrangements; Home Laboratory; Special Laboratory Values in our House; Special Laboratory Values; Special Laboratory Values; Total Serum Calcium; Total Serum Calcium.
Arrangements; In-house Laboratory; Special Lab Values In Our House; Special Lab Values; Special Lab Values; Phosphate; Phosphate
Arrangements; Home Laboratory; Special Laboratory Values in Our House; Special Laboratory Values; Special Laboratory Values; ---; ---
Arrangements; Home laboratory; Special laboratory values in our house; Special laboratory values; Special laboratory values; CK + CK MB; CK + CK MB.
Arrangements; Home laboratory; Special laboratory values at our facility; Special laboratory values; Special laboratory values; Troponin T; Troponin T
Arrangements; House Laboratory; Special laboratory values in our house; Special laboratory values; Special laboratory values; ---; ---
Arrangements; Home Laboratory; Special Laboratory Values in our House; Special Laboratory Values; Special Laboratory Values; anti HAV; anti HAV
Arrangements; Home Laboratory; Special Laboratory Values in our House; Special Laboratory Values; Special Laboratory Values; anti HBc; anti HBc
Arrangements; Home Laboratory; Special Laboratory Values in our House; Special Laboratory Values; Special Laboratory Values; anti HCV; anti HCV
Arrangements; House Laboratory; Special Laboratory Values at Our House; Special Laboratory Values; Special Laboratory Values; HBsAG; HBsAG
Arrangements; Home Laboratory; Special Laboratory Values in our House; Special Laboratory Values; Special Laboratory Values; HIV-1/ HIV-2; HIV-1/ HIV-2
Arrangements; Home Laboratory; Special laboratory values in our house; Special laboratory values; Special laboratory values; ---; ---
Arrangements; Home Laboratory; Special Laboratory Values in our House; Special Laboratory Values; Special Laboratory Values; AFP; AFP
Arrangements; Home Laboratory; Special Laboratory Values in our House; Special Laboratory Values; Special Laboratory Values; CA125; CA125
Arrangements; Home Laboratory; Special Laboratory Values in our House; Special Laboratory Values; Special Laboratory Values; CA15-3; CA15-3.
Arrangements; House Laboratory; Special laboratory values at our place; Special laboratory values; Special laboratory values; CA19-9; CA19-9
Arrangements; Home laboratory; Special laboratory values in our house; Special laboratory values; Special laboratory values; CEA; CEA
Arrangements; Home laboratory; Special laboratory values at our house; Special laboratory Values; Special laboratory values; PSA; PSA
Arrangements; House lab; Special laboratory values at our house; Special laboratory values; Special laboratory values; S100; S100
Arrangements; Home laboratory; Special laboratory values at our place; Special laboratory values; Special laboratory values; -- ; --
Arrangements; House Laboratory; Special Laboratory Values at Our House; Special Laboratory Values; Special Laboratory Values; GOT; GOT
Arrangements; Home Laboratory; Special Laboratory Values in our house; Special Laboratory Values; Special Laboratory Values; GPT; GPT.
Arrangements; Home Laboratory; Special Laboratory Values at Our House; Special Laboratory Values; Special Laboratory Values; CHE; CHE.
Arrangements; House Laboratory; Special Laboratory Values at our House; Special Laboratory Values; Special Laboratory Values; yGT; yGT
Arrangements; Home Laboratory; Special Laboratory Values at Our House; Special Laboratory Values; Special Laboratory Values; AP; AP
Arrangements; Home Lab; Special Lab Values at our place; Special Lab Values; Special Lab Values; LDH; LDH
Arrangements; Home lab; Special lab values in our house; Special lab values; Special lab values; Total bilirubin; Total bilirubin
Arrangements; Home Laboratory; Special Laboratory Values in our House; Special Laboratory Values; Special Laboratory Values; Direct Bilirubin; Direct Bilirubin.
